"PID","MS_SubClassOne_and_Half_Story_Finished_All_Ages","MS_SubClassOne_Story_1946_and_Newer_All_Styles","MS_SubClassOne_Story_PUD_1946_and_Newer","MS_SubClassTwo_Story_1946_and_Newer","MS_ZoningResidential_Low_Density","MS_ZoningResidential_Medium_Density","Lot_Frontage","Lot_Area","AlleyNo_Alley_Access","Lot_ShapeRegular","Lot_ShapeSlightly_Irregular","Land_ContourLvl","Lot_ConfigCorner","Lot_ConfigCulDSac","Lot_ConfigInside","NeighborhoodCollege_Creek","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodNorth_Ames","NeighborhoodNorthridge_Heights","NeighborhoodOld_Town","NeighborhoodSawyer","NeighborhoodSomerset","Condition_1Feedr","Condition_1Norm","Bldg_TypeOneFam","Bldg_TypeTwnhsE","House_StyleOne_and_Half_Fin","House_StyleOne_Story","House_StyleTwo_Story","Overall_QualAbove_Average","Overall_QualAverage","Overall_QualBelow_Average","Overall_QualGood","Overall_QualVery_Good","Overall_CondAbove_Average","Overall_CondAverage","Overall_CondGood","Year_Built","Year_Remod_Add","Roof_StyleGable","Roof_StyleHip","Exterior_1stHdBoard","Exterior_1stMetalSd","Exterior_1stPlywood","Exterior_1stVinylSd","Exterior_1stWd.Sdng","Exterior_2ndHdBoard","Exterior_2ndMetalSd","Exterior_2ndPlywood","Exterior_2ndVinylSd","Exterior_2ndWd.Sdng","Mas_Vnr_TypeBrkFace","Mas_Vnr_TypeNone","Mas_Vnr_TypeStone","Mas_Vnr_Area","Exter_QualGood","Exter_QualTypical","Exter_CondGood","Exter_CondTypical","FoundationBrkTil","FoundationCBlock","FoundationPConc","Bsmt_QualExcellent","Bsmt_QualGood","Bsmt_QualTypical","Bsmt_CondTypical","Bsmt_ExposureAv","Bsmt_ExposureGd","Bsmt_ExposureMn","Bsmt_ExposureNo","BsmtFin_Type_1ALQ","BsmtFin_Type_1BLQ","BsmtFin_Type_1GLQ","BsmtFin_Type_1LwQ","BsmtFin_Type_1Rec","BsmtFin_Type_1Unf","BsmtFin_SF_1","BsmtFin_Type_2Unf","Bsmt_Unf_SF","Total_Bsmt_SF","Heating_QCExcellent","Heating_QCGood","Heating_QCTypical","Central_AirN","Central_AirY","ElectricalFuseA","ElectricalSBrkr","First_Flr_SF","Second_Flr_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_QualExcellent","Kitchen_QualGood","Kitchen_QualTypical","TotRms_AbvGrd","FunctionalTyp","Fireplaces","Fireplace_QuGood","Fireplace_QuNo_Fireplace","Fireplace_QuTypical","Garage_TypeAttchd","Garage_TypeBuiltIn","Garage_TypeDetchd","Garage_TypeNo_Garage","Garage_Yr_Blt","Garage_FinishFin","Garage_FinishNo_Garage","Garage_FinishRFn","Garage_FinishUnf","Garage_Cars","Garage_Area","Garage_QualNo_Garage","Garage_QualTypical","Garage_CondNo_Garage","Garage_CondTypical","Paved_DriveDirt_Gravel","Paved_DrivePaved","Wood_Deck_SF","FenceMinimum_Privacy","FenceNo_Fence","Mo_Sold","Year_Sold","Sale_TypeNew","Sale_TypeWD.","Sale_ConditionAbnorml","Sale_ConditionNormal","Sale_ConditionPartial","Longitude","Latitude","Sale_Price","Sale_Price_Log"
902427045,0,1,0,0,0,1,70,12702,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1956,1956,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,1,0,882,0,882,0,0,1,0,2,0,0,1,4,1,0,0,1,0,0,0,1,0,1956,0,0,0,1,1,308,0,1,0,1,0,1,0,0,1,12,2008,0,1,0,1,0,-93.604486,42.026691,97000,11.4824662574855
902427150,0,1,0,0,0,1,52,8516,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1958,2006,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,7,1,869,869,0,0,1,0,1,0,1,1093,0,1093,0,0,1,0,2,0,0,1,5,1,0,0,1,0,0,0,1,0,1959,0,0,0,1,1,308,0,1,0,1,0,1,0,0,1,5,2008,0,1,0,1,0,-93.6043548,42.0272664,115500,11.657025808944
903201030,0,0,0,0,1,0,55,7111,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1928,1983,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,4,0,329,1008,0,0,1,0,1,0,1,1143,0,1143,0,0,1,0,2,0,0,1,5,1,1,0,0,0,0,0,1,0,1992,0,0,0,1,1,288,0,1,0,1,0,1,265,0,0,7,2008,0,1,0,1,0,-93.628806,42.03361,138000,11.8350089641393
903206070,1,0,0,0,1,0,0,7010,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1935,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,6,1,849,1024,0,0,1,0,1,0,1,1144,594,1738,0,0,2,0,3,0,0,1,6,1,1,1,0,0,0,0,1,0,1950,0,0,0,1,1,240,0,1,0,1,0,0,0,0,1,7,2008,0,1,0,1,0,-93.625926,42.03047,153000,11.9381932003746
903225050,0,0,0,0,0,1,50,6130,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1924,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,784,0,1,0,0,1,0,1,784,0,784,1,0,1,0,2,0,1,0,5,1,0,0,1,0,0,0,0,1,NA,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,5,2008,0,1,0,1,0,-93.624715,42.033456,109500,11.6036798282387
903225140,1,0,0,0,0,1,50,5000,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1941,2006,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,72,672,1,0,0,0,1,0,1,832,378,1210,0,0,1,0,3,0,1,0,6,1,0,0,1,0,0,0,1,0,1941,0,0,0,1,1,240,0,1,0,1,0,0,0,0,1,5,2008,0,1,0,1,0,-93.625584,42.033568,124000,11.7280368445872
903225160,0,0,0,0,0,1,59,5870,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1900,2000,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,7,1,554,554,1,0,0,0,1,0,1,736,554,1290,0,0,1,1,3,0,0,1,6,1,0,0,1,0,0,0,1,0,1926,0,0,0,1,1,200,0,0,0,1,0,1,38,1,0,4,2008,0,1,0,1,0,-93.625589,42.033699,106900,11.5796490970131
903226060,1,0,0,0,0,1,50,6000,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1940,1989,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,460,981,1,0,0,0,1,0,1,1014,658,1672,0,0,1,1,3,0,1,0,6,1,1,1,0,0,0,0,1,0,1940,0,0,0,1,1,240,0,1,0,1,0,1,0,0,0,7,2008,0,1,0,1,0,-93.623666,42.03337,164900,12.0130945085477
903226150,0,0,0,0,0,1,50,6000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1924,2003,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7,1,949,949,1,0,0,0,1,0,1,949,0,949,0,0,1,0,2,0,0,1,5,1,1,0,0,0,0,0,1,0,1924,0,0,0,1,2,370,0,1,0,1,0,1,0,0,1,7,2008,0,1,0,1,0,-93.624566,42.033511,119000,11.6868787720937
903228040,1,0,0,0,0,1,50,6000,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1937,2000,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,6,0,462,825,1,0,0,0,1,0,1,825,672,1497,0,0,2,0,3,0,0,1,5,1,0,0,1,0,0,0,1,0,2004,0,0,0,1,1,672,0,1,0,1,0,1,272,0,0,5,2008,0,1,0,1,0,-93.621532,42.033473,157000,11.9640010843304
903228060,1,0,0,0,0,1,50,6000,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1939,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,4,1,475,739,1,0,0,0,1,0,1,874,468,1342,0,0,2,0,2,0,0,1,7,1,1,1,0,0,0,0,1,0,1939,0,0,0,1,1,240,0,1,0,1,0,1,0,0,1,4,2008,0,1,0,1,0,-93.621532,42.033366,105000,11.5617156291397
903230110,1,0,0,0,0,1,60,5520,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1920,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,497,565,0,0,1,0,1,0,1,565,651,1216,1,0,1,0,3,0,0,1,6,1,1,1,0,0,0,1,0,0,1920,0,0,1,0,1,355,0,0,0,1,0,1,0,1,0,4,2008,0,1,0,1,0,-93.624688,42.031354,115000,11.6526874073454
903230120,0,1,0,0,0,1,99,5940,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1946,1950,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,896,0,896,0,0,1,0,2,0,0,1,4,1,0,0,1,0,0,0,1,0,1946,0,0,0,1,1,280,0,1,0,1,0,1,0,1,0,4,2008,0,0,1,0,0,-93.624687,42.031293,79000,11.2772031314492
903232030,0,0,0,0,0,1,0,6120,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1945,1995,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,1,808,0,808,0,0,1,0,1,0,0,1,6,0,0,0,1,0,1,0,0,0,1925,0,0,0,1,1,164,0,1,0,1,0,0,0,0,1,6,2008,0,1,0,1,0,-93.622566,42.032476,81300,11.3059012955359
903233080,1,0,0,0,0,1,52,6240,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1939,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,6,0,449,989,0,0,1,0,1,0,1,1245,764,2009,0,0,2,0,4,0,0,1,7,0,1,1,0,0,0,0,1,0,1939,0,0,0,1,2,400,0,1,0,1,0,1,0,1,0,1,2008,0,1,0,1,0,-93.621485,42.031496,150000,11.9183905730784
903234090,0,0,0,0,0,1,51,6120,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1923,1950,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,4,1,897,1100,0,0,1,0,1,0,1,1226,676,1902,0,0,2,0,4,0,0,1,7,1,0,0,1,0,0,0,1,0,1960,0,0,0,1,2,576,0,1,0,1,0,1,0,0,1,10,2008,0,1,0,1,0,-93.620392,42.031467,123500,11.7239964350502
903234100,1,0,0,0,0,1,51,6120,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1931,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,7,1,952,952,0,1,0,0,1,0,0,1022,752,1774,0,0,2,0,2,0,0,1,8,0,2,0,0,1,0,0,1,0,1931,0,0,0,1,2,468,0,0,0,1,0,1,90,0,1,4,2008,0,1,1,0,0,-93.620391,42.031432,129900,11.7745202026587
903235010,0,0,0,0,0,1,60,6155,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1920,1999,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,1,611,611,1,0,0,0,1,0,1,751,611,1362,0,0,2,0,3,0,0,1,6,1,0,0,1,0,0,0,1,0,1920,1,0,0,0,2,502,0,1,0,0,0,1,0,0,1,6,2008,0,1,0,1,0,-93.624591,42.031049,128000,11.7597855429018
903235100,0,0,0,0,0,1,60,6324,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1927,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,7,1,520,520,0,0,0,1,0,0,1,520,0,520,0,0,1,0,1,0,0,0,4,1,0,0,1,0,0,0,1,0,1920,0,0,0,1,1,240,0,0,0,1,0,1,49,0,1,5,2008,0,1,0,1,0,-93.624471,42.030388,68500,11.1345890242503
903236010,1,0,0,0,0,1,50,8635,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1948,2001,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,295,672,0,0,1,0,1,0,1,1072,213,1285,1,0,1,0,2,0,0,1,6,0,0,0,1,0,0,0,1,0,1948,0,0,0,1,1,240,0,1,0,1,0,1,0,1,0,1,2008,0,1,0,1,0,-93.6218858,42.031057,127000,11.7519423654407
903401020,1,0,0,0,1,0,60,9120,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1925,1950,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,6,1,697,1026,1,0,0,0,1,0,1,1133,687,1820,1,0,2,0,4,0,0,1,8,1,0,0,1,0,0,0,1,0,1925,0,0,0,1,1,240,0,1,0,1,1,0,0,0,0,6,2008,0,1,0,1,0,-93.625556,42.028426,184000,12.1226910365911
903401030,1,0,0,0,1,0,60,9144,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1915,2004,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,7,1,810,810,1,0,0,0,1,0,1,1170,546,1716,0,0,2,0,4,0,1,0,8,1,0,0,1,0,0,0,1,0,1970,0,0,0,1,2,672,0,1,0,1,0,1,0,0,1,3,2008,0,1,0,1,0,-93.625539,42.028274,162500,11.9984332807519
903401050,1,0,0,0,1,0,0,9144,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1940,1982,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,6,1,484,883,0,1,0,0,1,0,1,988,517,1505,1,0,1,0,3,0,0,1,8,1,0,0,1,0,0,0,1,0,1940,0,0,0,1,1,240,0,1,0,1,1,0,0,0,1,7,2008,0,1,0,1,0,-93.625434,42.027065,145000,11.8844890214027
903425420,0,0,0,0,1,0,55,10267,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1918,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6,0,0,816,1,0,0,0,1,0,1,838,0,838,1,0,1,0,2,0,0,0,5,1,0,0,1,0,0,0,1,0,1961,1,0,0,0,1,275,0,1,0,1,1,0,0,0,0,5,2008,0,1,0,1,0,-93.625623,42.029556,130000,11.7752897294377
903429010,1,0,0,0,0,1,63,4347,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1910,1950,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,7,1,796,796,1,0,0,0,1,0,1,825,784,1609,0,0,1,0,3,0,0,1,7,1,0,0,1,0,0,0,1,0,1910,0,0,0,1,1,228,0,0,0,0,1,0,0,0,1,6,2008,0,1,0,1,0,-93.6208294,42.0286305,127500,11.7558716435806
903454100,1,0,0,0,0,1,60,6876,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1938,1958,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,7,1,1272,1272,0,0,1,0,1,0,1,1272,0,1969,0,0,2,0,4,0,0,1,9,0,1,1,0,0,0,0,1,0,1938,0,0,0,1,2,400,0,1,0,1,0,1,0,0,1,11,2008,0,0,0,1,0,-93.627729,42.024265,141000,11.8565151693603
903455030,1,0,0,0,0,1,0,10320,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1915,1978,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,7,1,880,880,0,1,0,0,1,0,1,880,428,1308,0,0,2,0,2,0,0,1,6,1,0,0,1,0,0,0,1,0,1950,0,0,0,1,2,400,0,0,0,0,0,1,0,0,1,4,2008,0,1,0,1,0,-93.6261621,42.0249938,120000,11.6952470217642
903455140,0,0,0,0,0,1,60,7200,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1925,1992,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,7,1,1040,1040,0,1,0,0,1,0,1,1040,0,1040,0,0,1,0,2,0,0,1,5,1,0,0,1,0,0,0,1,0,1993,0,0,0,1,2,320,0,1,0,1,0,1,0,0,1,7,2008,0,1,0,1,0,-93.6265884,42.0242588,127500,11.7558716435806
903456130,1,0,0,0,0,1,62,7006,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1925,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,6,1,647,768,0,0,1,0,1,0,1,788,448,1236,1,0,2,0,3,0,0,1,6,1,1,1,0,0,0,0,1,0,1985,0,0,0,1,1,384,0,1,0,1,0,1,0,1,0,8,2008,0,1,0,0,0,-93.6295,42.022574,127000,11.7519423654407
904100020,0,1,0,0,1,0,82,9488,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1947,1993,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,7,1,1046,1046,0,1,0,1,0,0,1,1054,0,1054,0,0,1,0,3,0,0,1,6,1,0,0,1,0,0,0,1,0,1947,0,0,0,1,1,240,0,1,0,1,0,1,0,0,1,9,2008,0,1,1,0,0,-93.658159,42.034391,124000,11.7280368445872
904100040,0,1,0,0,1,0,55,8250,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1968,1968,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,210,952,1,0,0,0,1,0,1,1211,0,1211,0,0,1,0,3,0,0,1,5,1,1,0,0,1,1,0,0,0,1968,0,0,0,1,1,322,0,1,0,1,0,1,0,0,1,8,2008,0,1,0,1,0,-93.656979,42.034409,134000,11.805595078933
905100020,0,0,0,0,1,0,0,11235,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1963,1963,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,197,981,0,0,1,0,1,0,1,1075,0,1075,1,0,1,0,3,0,1,0,6,1,0,0,1,0,0,0,1,0,1996,0,0,0,1,2,440,0,1,0,1,0,1,64,1,0,5,2008,0,1,1,0,0,-93.675551,42.033604,148000,11.9049675527463
905102170,0,1,0,0,1,0,70,11200,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1965,1965,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,6,1,134,1040,1,0,0,0,1,0,1,1040,0,1040,1,0,1,0,3,0,0,1,5,1,0,0,1,0,0,0,1,0,1965,0,0,0,1,1,384,0,1,0,1,0,1,0,0,1,2,2008,0,1,0,1,0,-93.669806,42.033225,129500,11.7714361601217
905103030,0,0,0,0,1,0,80,13014,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1978,1978,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,39,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,480,1008,0,0,1,0,1,0,1,1096,0,1096,1,0,1,0,3,0,0,1,6,1,1,0,0,0,1,0,0,0,1978,0,0,0,1,2,484,0,1,0,1,0,1,168,0,1,12,2008,0,1,0,1,0,-93.672241,42.032365,157500,11.9671807372478
905104080,0,1,0,0,1,0,0,7162,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1966,1966,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,41,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,7,1,876,876,0,0,1,0,1,0,1,904,0,904,0,0,1,0,3,0,0,1,6,1,0,0,1,0,1,0,0,0,1966,0,0,0,1,1,408,0,1,0,1,0,1,0,1,0,12,2008,0,1,1,0,0,-93.676873,42.031571,109900,11.6073261403917
905104110,0,1,0,0,1,0,68,10265,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1967,2005,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,234,992,1,0,0,0,1,0,1,992,0,992,1,0,1,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,1967,0,0,1,0,1,294,0,1,0,1,0,1,204,1,0,7,2008,0,1,0,1,0,-93.677717,42.031248,145000,11.8844890214027
905104180,0,1,0,0,1,0,57,9764,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1967,2003,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,1,192,894,1,0,0,0,1,0,1,894,0,894,1,0,1,0,3,0,1,0,5,1,0,0,1,0,1,0,0,0,1967,0,0,1,0,2,450,0,1,0,1,0,1,0,0,1,5,2008,0,1,0,1,0,-93.677945,42.031123,130000,11.7752897294377
905107280,0,0,0,0,1,0,0,7703,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1978,1978,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,40,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,450,1,0,0,0,1,0,1,1034,0,1034,0,1,1,0,3,0,0,1,6,1,1,0,0,0,0,0,0,0,1978,1,0,0,0,2,504,0,1,0,1,0,1,311,0,0,5,2008,0,1,0,1,0,-93.672718,42.031348,153000,11.9381932003746
905107380,0,1,0,0,1,0,0,9981,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1967,1967,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,340,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,1,852,1073,0,1,0,0,1,0,1,1073,0,1073,0,0,1,0,3,0,0,1,6,1,0,0,1,0,1,0,0,0,1967,0,0,1,0,1,270,0,1,0,1,0,1,0,1,0,3,2008,0,1,0,1,0,-93.674179,42.03156,120000,11.6952470217642
905200090,0,0,0,0,1,0,60,12900,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1969,1969,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,0,1198,0,0,1,0,1,0,1,1258,0,1258,2,0,0,2,0,0,0,1,6,1,0,0,1,0,0,0,0,0,1969,0,0,0,1,2,400,0,0,0,1,0,1,120,0,1,1,2008,0,1,0,0,0,-93.666954,42.034428,108959,11.5987269436613
905200100,0,0,0,0,1,0,60,12900,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1920,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1300,0,0,0,0,1,0,1,1140,0,1140,1,0,1,0,3,0,0,1,6,1,0,0,1,0,0,0,0,0,1920,0,0,0,1,2,400,0,1,0,1,0,1,0,0,1,1,2008,0,1,0,0,0,-93.666912,42.034428,95541,11.4673107537094
